Regional Economy,Statistic,Value,Unit of Measurement,Year,Sustainable Development Goal,Country Code,ADB Country Code
"Hong Kong, China","Total Official Flows for Infrastructure, Other Official Flows (OOF)",,"disbursements, constant 2016, $ million",,9.a.1,HKG,HKG
"Hong Kong, China","Proportion of Population Covered by Mobile Network, 2G",100,%,2017,9.c.1,HKG,HKG
"Hong Kong, China","Proportion of Population Covered by Mobile Network, 3G",99,%,2017,9.c.1,HKG,HKG
"Hong Kong, China","Proportion of Population Covered by Mobile Network, LTE/WiMAX",99,%,2017,9.c.1,HKG,HKG
"Hong Kong, China",Age Dependency Ratio,38,% of working-age population,2017,,HKG,HKG
"Hong Kong, China",Annual Change in Money Supply,4.3,%,2018,,HKG,HKG
"Hong Kong, China",Annual Growth Rate of Gross Domestic Product (GDP),3.8,%,2017,,HKG,HKG
"Hong Kong, China",Annual Growth Rate of Gross Domestic Product (GDP),3,%,2018,,HKG,HKG
"Hong Kong, China","Annual Real Growth Rates on Valued Added, Agriculture",-1.6,%,2018,,HKG,HKG
"Hong Kong, China","Annual Real Growth Rates on Valued Added, Industry",0.2,%,2018,,HKG,HKG
"Hong Kong, China","Annual Real Growth Rates on Valued Added, Services",3.4,%,2018,,HKG,HKG
"Hong Kong, China",Average Annual Population Growth Rate,0.7,%,2013-2018,,HKG,HKG
"Hong Kong, China","Central Government Finance, Expenditure",18.9,% of GDP,2018,,HKG,HKG
"Hong Kong, China","Central Government Finance, Fiscal Balance",2.1,% of GDP,2018,,HKG,HKG
"Hong Kong, China","Central Government Finance, Revenue",21,% of GDP,2018,,HKG,HKG
"Hong Kong, China",Current Account Balance,4.3,% of GDP,2018,,HKG,HKG
"Hong Kong, China","External Debt, Total Outstanding",460.5,% of GNI,2017,,HKG,HKG
"Hong Kong, China","External Debt, Total Outstanding","1,576,560",$ million,2017,,HKG,HKG
"Hong Kong, China",Gross Domestic Investment,21.7,% of GDP,2018,,HKG,HKG
"Hong Kong, China",Gross International Reserves,"424,670",$ million,2018,,HKG,HKG
"Hong Kong, China",Growth Rate of Merchandise Exports,5.2,%,2018,,HKG,HKG
"Hong Kong, China",Growth Rate of Merchandise Imports,6.7,%,2018,,HKG,HKG
"Hong Kong, China",Inflation Rate,2.4,%,2018,,HKG,HKG
"Hong Kong, China","Per Capita Gross National Income (GNI), Atlas Method","46,310",$,2017,,HKG,HKG
"Hong Kong, China",Population Density,"6,713",persons per km2 of surface area,2018,,HKG,HKG
"Hong Kong, China",Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,,%,,,HKG,HKG
"Hong Kong, China",Proportion of Population Living below the National Poverty Line,14.7,%,2017,,HKG,HKG
"Hong Kong, China","Land, Surface Area",1.11,",000  km2",,,HKG,HKG
"Hong Kong, China",Total Fertility Rate,1.1,births per woman,2018,,HKG,HKG
"Hong Kong, China",Total Population,7.45,million,2018,,HKG,HKG
"Hong Kong, China",Trade Balance,-8.9,% of GDP,2018,,HKG,HKG
India,"Proportion of Employed Population below $1.90 PPP a Day, Female",15.2,%,2018,1.1.1,IND,IND
India,"Proportion of Employed Population below $1.90 PPP a Day, Male",12.9,%,2018,1.1.1,IND,IND
India,"Proportion of Employed Population below $1.90 PPP a Day, Total",13.4,%,2018,1.1.1,IND,IND
India,Growth Rates of Household Expenditure or Income per Capita,3.7,%,2004-2011,10.1.1,IND,IND
India,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,3.2,%,2004-2011,10.1.1,IND,IND
India,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,68,migrogram/m3,2016,11.6.2,IND,IND
India,"Material Footprint, Million Metric Tons","6,162.00",,2017,12.2.1,IND,IND
India,"Material Footprint, Per Capita",4.6,,2017,12.2.1,IND,IND
India,"Domestic Material Consumption, Million Metric Tons","7,403.20",,2017,12.2.2,IND,IND
India,"Domestic Material Consumption, Per Capita",5.5,,2017,12.2.2,IND,IND
India,Coverage of Protected Areas in Relation to Marine Areas,0.2,%,2018,14.5.1,IND,IND
India,Forest Area as a Proportion of Total Land Area,23.8,%,2015,15.1.1,IND,IND
India,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,79.7,%,2016,16.9.1,IND,IND
India,Volume of Remittances in United States Dollars as a Proportion of Total GDP,2.7,%,2017,17.3.2,IND,IND
India,Debt Service as a Percentage of Exports of Goods and Services,2.9,%,2017,17.4.1,IND,IND
India,Prevalence of Undernourishment,14.8,%,2015-2017,2.1.1,IND,IND
India,Prevalence of Stunting among Children under 5 Years of Age,37.9,%,2015,2.2.1,IND,IND
India,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,2.4,%,2015,2.2.2,IND,IND
India,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,20.8,%,2015,2.2.2,IND,IND
India,Maternal Mortality Ratio,174,"per 100,000 live births",2015,3.1.1,IND,IND
India,Under-5 Mortality Rate,39,"per 1,000 live births",2017,3.2.1,IND,IND
India,Neonatal Mortality Rate,24,"per 1,000 live births",2017,3.2.2,IND,IND
India,Tuberculosis Incidence,204,"per 100,000 population",2017,3.3.2,IND,IND
India,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",23.3,%,2016,3.4.1,IND,IND
India,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",,%,,4.2.2,IND,IND
India,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",,%,,4.2.2,IND,IND
India,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",,%,,4.2.2,IND,IND
India,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",76.6,%,2017,4.c.1,IND,IND
India,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,,4.c.1,IND,IND
India,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",69.8,%,2017,4.c.1,IND,IND
India,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,,4.c.1,IND,IND
India,Proportion of Seats Held by Women in National Parliaments,12.6,%,2018,5.5.1,IND,IND
India,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",49.5,%,2015,6.1.1,IND,IND
India,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,,6.1.1,IND,IND
India,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,,6.1.1,IND,IND
India,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",30.5,%,2015,6.2.1,IND,IND
India,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,,6.2.1,IND,IND
India,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,,6.2.1,IND,IND
India,Proportion of Population with Access to Electricity,84.5,%,2016,7.1.1,IND,IND
India,Renewable Energy Share in the Total Final Energy Consumption,34,%,2016,7.2.1,IND,IND
India,Number of Automated Teller Machines (ATMs),22.1,"per 100,000 adults",2017,8.10.1,IND,IND
India,Number of Commercial Bank Branches,14.7,"per 100,000 adults",2017,8.10.1,IND,IND
India,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,79.9,%,2017,8.10.2,IND,IND
India,Annual Growth Rate of Real GDP per Employed Person,5.8,%,2018,8.2.1,IND,IND
India,"Unemployment Rate, Female",3.6,%,2018,8.5.2,IND,IND
India,"Unemployment Rate, Male",2.3,%,2018,8.5.2,IND,IND
India,"Unemployment Rate, Total",2.6,%,2018,8.5.2,IND,IND
India,"CO2 Emissions, Million Metric Tons","2,076.80",,2016,9.4.1,IND,IND
India,"CO2 Emissions, Per Unit of GDP (PPP)",0.3,,2016,9.4.1,IND,IND
India,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)","3,183.00","disbursements, constant 2016, $ million",2017,9.a.1,IND,IND
India,"Total Official Flows for Infrastructure, Other Official Flows (OOF)","2,990.20","disbursements, constant 2016, $ million",2017,9.a.1,IND,IND
India,"Proportion of Population Covered by Mobile Network, 2G",97,%,2017,9.c.1,IND,IND
India,"Proportion of Population Covered by Mobile Network, 3G",88,%,2017,9.c.1,IND,IND
India,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",88,%,2017,9.c.1,IND,IND
India,Age Dependency Ratio,51,% of working-age population,2017,,IND,IND
India,Annual Change in Money Supply,10.8,%,2018,,IND,IND
India,Annual Growth Rate of Gross Domestic Product (GDP),7.2,%,2017,,IND,IND
India,Annual Growth Rate of Gross Domestic Product (GDP),7,%,2018,,IND,IND
India,"Annual Real Growth Rates on Valued Added, Agriculture",2.7,%,2018,,IND,IND
India,"Annual Real Growth Rates on Valued Added, Industry",7.7,%,2018,,IND,IND
India,"Annual Real Growth Rates on Valued Added, Services",7.4,%,2018,,IND,IND
India,Average Annual Population Growth Rate,1.3,%,2013-2018,,IND,IND
India,"Central Government Finance, Expenditure",27.9,% of GDP,2018,,IND,IND
India,"Central Government Finance, Fiscal Balance",-3.4,% of GDP,2018,,IND,IND
India,"Central Government Finance, Revenue",21.3,% of GDP,2018,,IND,IND
India,Current Account Balance,-2.3,% of GDP,2018,,IND,IND
India,"External Debt, Total Outstanding",20.6,% of GNI,2017,,IND,IND
India,"External Debt, Total Outstanding","495,686",$ million,2017,,IND,IND
India,Gross Domestic Investment,31,% of GDP,2018,,IND,IND
India,Gross International Reserves,"400,190",$ million,2018,,IND,IND
India,Growth Rate of Merchandise Exports,8.9,%,2018,,IND,IND
India,Growth Rate of Merchandise Imports,9.8,%,2018,,IND,IND
India,Inflation Rate,3.5,%,2018,,IND,IND
India,"Per Capita Gross National Income (GNI), Atlas Method","1,800",$,2017,,IND,IND
India,Population Density,405,persons per km2 of surface area,2018,,IND,IND
India,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,21.2,%,2011,,IND,IND
India,Proportion of Population Living below the National Poverty Line,21.9,%,2011,,IND,IND
India,"Land, Surface Area","3,287.26",",000  km2",,,IND,IND
India,Total Fertility Rate,2.3,births per woman,2016,,IND,IND
India,Total Population,1332,million,2018,,IND,IND
India,Trade Balance,-6.5,% of GDP,2018,,IND,IND
Indonesia,"Proportion of Employed Population below $1.90 PPP a Day, Female",5.2,%,2018,1.1.1,IDN,INO
Indonesia,"Proportion of Employed Population below $1.90 PPP a Day, Male",5.2,%,2018,1.1.1,IDN,INO
Indonesia,"Proportion of Employed Population below $1.90 PPP a Day, Total",5.2,%,2018,1.1.1,IDN,INO
Indonesia,Growth Rates of Household Expenditure or Income per Capita,4.8,%,2015-2017,10.1.1,IDN,INO
Indonesia,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,4.8,%,2015-2017,10.1.1,IDN,INO
Indonesia,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,16.4,migrogram/m3,2016,11.6.2,IDN,INO
Indonesia,"Material Footprint, Million Metric Tons","1,649.80",,2017,12.2.1,IDN,INO
Indonesia,"Material Footprint, Per Capita",6.2,,2017,12.2.1,IDN,INO
Indonesia,"Domestic Material Consumption, Million Metric Tons","1,972.50",,2017,12.2.2,IDN,INO
Indonesia,"Domestic Material Consumption, Per Capita",7.5,,2017,12.2.2,IDN,INO
Indonesia,Coverage of Protected Areas in Relation to Marine Areas,3.1,%,2018,14.5.1,IDN,INO
Indonesia,Forest Area as a Proportion of Total Land Area,50.2,%,2015,15.1.1,IDN,INO
Indonesia,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,71.9,%,2018,16.9.1,IDN,INO
Indonesia,Volume of Remittances in United States Dollars as a Proportion of Total GDP,0.9,%,2017,17.3.2,IDN,INO
Indonesia,Debt Service as a Percentage of Exports of Goods and Services,9.2,%,2017,17.4.1,IDN,INO
Indonesia,Prevalence of Undernourishment,7.7,%,2015-2017,2.1.1,IDN,INO
Indonesia,Prevalence of Stunting among Children under 5 Years of Age,36.4,%,2013,2.2.1,IDN,INO
Indonesia,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,11.5,%,2013,2.2.2,IDN,INO
Indonesia,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,13.5,%,2013,2.2.2,IDN,INO
Indonesia,Maternal Mortality Ratio,126,"per 100,000 live births",2015,3.1.1,IDN,INO
Indonesia,Under-5 Mortality Rate,25,"per 1,000 live births",2017,3.2.1,IDN,INO
Indonesia,Neonatal Mortality Rate,12,"per 1,000 live births",2017,3.2.2,IDN,INO
Indonesia,Tuberculosis Incidence,319,"per 100,000 population",2017,3.3.2,IDN,INO
Indonesia,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",26.4,%,2016,3.4.1,IDN,INO
Indonesia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",100,%,2017,4.2.2,IDN,INO
Indonesia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",93.7,%,2017,4.2.2,IDN,INO
Indonesia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",96.8,%,2017,4.2.2,IDN,INO
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,,4.c.1,IDN,INO
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,,4.c.1,IDN,INO
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,%,,4.c.1,IDN,INO
Indonesia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,,4.c.1,IDN,INO
Indonesia,Proportion of Seats Held by Women in National Parliaments,18.2,%,2018,5.5.1,IDN,INO
Indonesia,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,,6.1.1,IDN,INO
Indonesia,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,,6.1.1,IDN,INO
Indonesia,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,,6.1.1,IDN,INO
Indonesia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,,6.2.1,IDN,INO
Indonesia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,,6.2.1,IDN,INO
Indonesia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,,6.2.1,IDN,INO
Indonesia,Proportion of Population with Access to Electricity,97.6,%,2016,7.1.1,IDN,INO
Indonesia,Renewable Energy Share in the Total Final Energy Consumption,37.2,%,2016,7.2.1,IDN,INO
Indonesia,Number of Automated Teller Machines (ATMs),55.6,"per 100,000 adults",2017,8.10.1,IDN,INO
Indonesia,Number of Commercial Bank Branches,16.9,"per 100,000 adults",2017,8.10.1,IDN,INO
Indonesia,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,48.9,%,2017,8.10.2,IDN,INO
Indonesia,Annual Growth Rate of Real GDP per Employed Person,3.8,%,2018,8.2.1,IDN,INO
Indonesia,"Unemployment Rate, Female",4.1,%,2018,8.5.2,IDN,INO
Indonesia,"Unemployment Rate, Male",4.4,%,2018,8.5.2,IDN,INO
Indonesia,"Unemployment Rate, Total",4.3,%,2018,8.5.2,IDN,INO
Indonesia,"CO2 Emissions, Million Metric Tons",454.9,,2016,9.4.1,IDN,INO
Indonesia,"CO2 Emissions, Per Unit of GDP (PPP)",0.2,,2016,9.4.1,IDN,INO
Indonesia,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",788.5,"disbursements, constant 2016, $ million",2017,9.a.1,IDN,INO
Indonesia,"Total Official Flows for Infrastructure, Other Official Flows (OOF)","1,655.60","disbursements, constant 2016, $ million",2017,9.a.1,IDN,INO
Indonesia,"Proportion of Population Covered by Mobile Network, 2G",98.6,%,2017,9.c.1,IDN,INO
Indonesia,"Proportion of Population Covered by Mobile Network, 3G",93.8,%,2017,9.c.1,IDN,INO
Indonesia,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",90.4,%,2017,9.c.1,IDN,INO
Indonesia,Age Dependency Ratio,49,% of working-age population,2017,,IDN,INO
Indonesia,Annual Change in Money Supply,6.3,%,2018,,IDN,INO
Indonesia,Annual Growth Rate of Gross Domestic Product (GDP),5.1,%,2017,,IDN,INO
Indonesia,Annual Growth Rate of Gross Domestic Product (GDP),5.2,%,2018,,IDN,INO
Indonesia,"Annual Real Growth Rates on Valued Added, Agriculture",3.9,%,2018,,IDN,INO
Indonesia,"Annual Real Growth Rates on Valued Added, Industry",4.3,%,2018,,IDN,INO
Indonesia,"Annual Real Growth Rates on Valued Added, Services",5.8,%,2018,,IDN,INO
Indonesia,Average Annual Population Growth Rate,1.3,%,2013-2018,,IDN,INO
Indonesia,"Central Government Finance, Expenditure",14.9,% of GDP,2018,,IDN,INO
Indonesia,"Central Government Finance, Fiscal Balance",-1.7,% of GDP,2018,,IDN,INO
Indonesia,"Central Government Finance, Revenue",13.2,% of GDP,2018,,IDN,INO
Indonesia,Current Account Balance,-3,% of GDP,2018,,IDN,INO
Indonesia,"External Debt, Total Outstanding",37.7,% of GNI,2017,,IDN,INO
Indonesia,"External Debt, Total Outstanding","352,469",$ million,2017,,IDN,INO
Indonesia,Gross Domestic Investment,34.6,% of GDP,2018,,IDN,INO
Indonesia,Gross International Reserves,"120,654",$ million,2018,,IDN,INO
Indonesia,Growth Rate of Merchandise Exports,7,%,2018,,IDN,INO
Indonesia,Growth Rate of Merchandise Imports,20.7,%,2018,,IDN,INO
Indonesia,Inflation Rate,3.2,%,2018,,IDN,INO
Indonesia,"Per Capita Gross National Income (GNI), Atlas Method","3,540",$,2017,,IDN,INO
Indonesia,Population Density,138,persons per km2 of surface area,2018,,IDN,INO
Indonesia,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,5.7,%,2017,,IDN,INO
Indonesia,Proportion of Population Living below the National Poverty Line,9.8,%,2018,,IDN,INO
Indonesia,"Land, Surface Area","1,913.58",",000  km2",,,IDN,INO
Indonesia,Total Fertility Rate,2.4,births per woman,2016,,IDN,INO
Indonesia,Total Population,265.02,million,2018,,IDN,INO
Indonesia,Trade Balance,0,% of GDP,2018,,IDN,INO
Kazakhstan,"Proportion of Employed Population below $1.90 PPP a Day, Female",0,%,2018,1.1.1,KAZ,KAZ
Kazakhstan,"Proportion of Employed Population below $1.90 PPP a Day, Male",0,%,2018,1.1.1,KAZ,KAZ
Kazakhstan,"Proportion of Employed Population below $1.90 PPP a Day, Total",0,%,2018,1.1.1,KAZ,KAZ
Kazakhstan,Growth Rates of Household Expenditure or Income per Capita,-0.6,%,2012-2017,10.1.1,KAZ,KAZ
Kazakhstan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,0,%,2012-2017,10.1.1,KAZ,KAZ
Kazakhstan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,14.5,migrogram/m3,2016,11.6.2,KAZ,KAZ
Kazakhstan,"Material Footprint, Million Metric Tons",330,,2017,12.2.1,KAZ,KAZ
Kazakhstan,"Material Footprint, Per Capita",18.1,,2017,12.2.1,KAZ,KAZ
Kazakhstan,"Domestic Material Consumption, Million Metric Tons",530.4,,2017,12.2.2,KAZ,KAZ
Kazakhstan,"Domestic Material Consumption, Per Capita",29.1,,2017,12.2.2,KAZ,KAZ
Kazakhstan,Coverage of Protected Areas in Relation to Marine Areas,1,%,2018,14.5.1,KAZ,KAZ
Kazakhstan,Forest Area as a Proportion of Total Land Area,1.2,%,2015,15.1.1,KAZ,KAZ
Kazakhstan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,99.7,%,2015,16.9.1,KAZ,KAZ
Kazakhstan,Volume of Remittances in United States Dollars as a Proportion of Total GDP,0.2,%,2017,17.3.2,KAZ,KAZ
Kazakhstan,Debt Service as a Percentage of Exports of Goods and Services,3.3,%,2017,17.4.1,KAZ,KAZ
Kazakhstan,Prevalence of Undernourishment,<2.5,%,2015-2017,2.1.1,KAZ,KAZ
Kazakhstan,Prevalence of Stunting among Children under 5 Years of Age,8,%,2015,2.2.1,KAZ,KAZ
Kazakhstan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,9.3,%,2015,2.2.2,KAZ,KAZ
Kazakhstan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,3.1,%,2015,2.2.2,KAZ,KAZ
Kazakhstan,Maternal Mortality Ratio,12,"per 100,000 live births",2015,3.1.1,KAZ,KAZ
Kazakhstan,Under-5 Mortality Rate,10,"per 1,000 live births",2017,3.2.1,KAZ,KAZ
Kazakhstan,Neonatal Mortality Rate,5,"per 1,000 live births",2017,3.2.2,KAZ,KAZ
Kazakhstan,Tuberculosis Incidence,66,"per 100,000 population",2017,3.3.2,KAZ,KAZ
Kazakhstan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",26.8,%,2016,3.4.1,KAZ,KAZ
Kazakhstan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",65,%,2018,4.2.2,KAZ,KAZ
Kazakhstan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",62.7,%,2018,4.2.2,KAZ,KAZ
Kazakhstan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",63.9,%,2018,4.2.2,KAZ,KAZ
Kazakhstan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,,4.c.1,KAZ,KAZ
Kazakhstan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",100,%,2014,4.c.1,KAZ,KAZ
Kazakhstan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",100,%,2018,4.c.1,KAZ,KAZ
Kazakhstan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,,4.c.1,KAZ,KAZ
Kazakhstan,Proportion of Seats Held by Women in National Parliaments,27.1,%,2018,5.5.1,KAZ,KAZ
Kazakhstan,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,,6.1.1,KAZ,KAZ
Kazakhstan,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,,6.1.1,KAZ,KAZ
Kazakhstan,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,,6.1.1,KAZ,KAZ
Kazakhstan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,,6.2.1,KAZ,KAZ
Kazakhstan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,,6.2.1,KAZ,KAZ
Kazakhstan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",67.3,%,2015,6.2.1,KAZ,KAZ
Kazakhstan,Proportion of Population with Access to Electricity,100,%,2016,7.1.1,KAZ,KAZ
Kazakhstan,Renewable Energy Share in the Total Final Energy Consumption,2,%,2016,7.2.1,KAZ,KAZ
Kazakhstan,Number of Automated Teller Machines (ATMs),74.6,"per 100,000 adults",2017,8.10.1,KAZ,KAZ
Kazakhstan,Number of Commercial Bank Branches,2.8,"per 100,000 adults",2017,8.10.1,KAZ,KAZ
Kazakhstan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,58.7,%,2017,8.10.2,KAZ,KAZ
Kazakhstan,Annual Growth Rate of Real GDP per Employed Person,3.3,%,2018,8.2.1,KAZ,KAZ
Kazakhstan,"Unemployment Rate, Female",5.6,%,2018,8.5.2,KAZ,KAZ
Kazakhstan,"Unemployment Rate, Male",4.2,%,2018,8.5.2,KAZ,KAZ
Kazakhstan,"Unemployment Rate, Total",4.9,%,2018,8.5.2,KAZ,KAZ
Kazakhstan,"CO2 Emissions, Million Metric Tons",230,,2016,9.4.1,KAZ,KAZ
Kazakhstan,"CO2 Emissions, Per Unit of GDP (PPP)",0.6,,2016,9.4.1,KAZ,KAZ
Kazakhstan,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",4,"disbursements, constant 2016, $ million",2017,9.a.1,KAZ,KAZ
Kazakhstan,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",382.1,"disbursements, constant 2016, $ million",2017,9.a.1,KAZ,KAZ
Kazakhstan,"Proportion of Population Covered by Mobile Network, 2G",96.6,%,2017,9.c.1,KAZ,KAZ
Kazakhstan,"Proportion of Population Covered by Mobile Network, 3G",87.5,%,2017,9.c.1,KAZ,KAZ
Kazakhstan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",72.5,%,2017,9.c.1,KAZ,KAZ
Kazakhstan,Age Dependency Ratio,54,% of working-age population,2017,,KAZ,KAZ
Kazakhstan,Annual Change in Money Supply,7,%,2018,,KAZ,KAZ
Kazakhstan,Annual Growth Rate of Gross Domestic Product (GDP),4.1,%,2017,,KAZ,KAZ
Kazakhstan,Annual Growth Rate of Gross Domestic Product (GDP),4.1,%,2018,,KAZ,KAZ
Kazakhstan,"Annual Real Growth Rates on Valued Added, Agriculture",3.4,%,2018,,KAZ,KAZ
Kazakhstan,"Annual Real Growth Rates on Valued Added, Industry",4.2,%,2018,,KAZ,KAZ
Kazakhstan,"Annual Real Growth Rates on Valued Added, Services",4,%,2018,,KAZ,KAZ
Kazakhstan,Average Annual Population Growth Rate,1.4,%,2013-2018,,KAZ,KAZ
Kazakhstan,"Central Government Finance, Expenditure",19.8,% of GDP,2018,,KAZ,KAZ
Kazakhstan,"Central Government Finance, Fiscal Balance",-1.4,% of GDP,2018,,KAZ,KAZ
Kazakhstan,"Central Government Finance, Revenue",18.4,% of GDP,2018,,KAZ,KAZ
Kazakhstan,Current Account Balance,0.5,% of GDP,2018,,KAZ,KAZ
Kazakhstan,"External Debt, Total Outstanding",116.3,% of GNI,2017,,KAZ,KAZ
Kazakhstan,"External Debt, Total Outstanding","167,224",$ million,2017,,KAZ,KAZ
Kazakhstan,Gross Domestic Investment,27.8,% of GDP,2016,,KAZ,KAZ
Kazakhstan,Gross International Reserves,"30,927",$ million,2018,,KAZ,KAZ
Kazakhstan,Growth Rate of Merchandise Exports,25.2,%,2018,,KAZ,KAZ
Kazakhstan,Growth Rate of Merchandise Imports,7.5,%,2018,,KAZ,KAZ
Kazakhstan,Inflation Rate,6,%,2018,,KAZ,KAZ
Kazakhstan,"Per Capita Gross National Income (GNI), Atlas Method","7,970",$,2017,,KAZ,KAZ
Kazakhstan,Population Density,7,persons per km2 of surface area,2018,,KAZ,KAZ
Kazakhstan,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,0,%,2017,,KAZ,KAZ
Kazakhstan,Proportion of Population Living below the National Poverty Line,4.3,%,2018,,KAZ,KAZ
Kazakhstan,"Land, Surface Area","2,724.90",",000  km2",,,KAZ,KAZ
Kazakhstan,Total Fertility Rate,2.6,births per woman,2016,,KAZ,KAZ
Kazakhstan,Total Population,18.28,million,2018,,KAZ,KAZ
Kazakhstan,Trade Balance,16.1,% of GDP,2018,,KAZ,KAZ
Kiribati,"Proportion of Employed Population below $1.90 PPP a Day, Female",,%,,1.1.1,KIR,KIR
Kiribati,"Proportion of Employed Population below $1.90 PPP a Day, Male",,%,,1.1.1,KIR,KIR
Kiribati,"Proportion of Employed Population below $1.90 PPP a Day, Total",,%,,1.1.1,KIR,KIR
Kiribati,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,KIR,KIR
Kiribati,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,KIR,KIR
